trade_id,user_id,market_id,contract_type,price,quantity,timestamp
450,112,3,NO,0.55,16,2025-11-16T21:18:03.593593
451,200,3,YES,0.32,24,2025-11-18T03:14:03.593593
452,122,10,NO,0.75,11,2025-11-18T15:13:03.593593
453,234,6,NO,0.49,21,2025-11-17T09:27:03.593593
454,93,2,YES,0.86,13,2025-11-18T20:04:03.593593
455,84,5,NO,0.5,3,2025-11-17T17:03:03.593593
456,130,10,YES,0.62,25,2025-11-18T18:52:03.593593
457,40,8,NO,0.12,9,2025-11-18T22:19:03.593593
458,271,4,YES,0.16,18,2025-11-17T09:52:03.593593
459,127,1,YES,0.84,13,2025-11-19T02:11:03.593593
460,291,3,YES,0.89,15,2025-11-18T12:51:03.593593
461,83,1,YES,0.78,10,2025-11-18T13:14:03.593593
462,30,10,NO,0.93,6,2025-11-17T08:36:03.593593
463,63,4,YES,0.43,5,2025-11-16T14:53:03.593593
464,200,3,NO,0.86,9,2025-11-16T22:35:03.593593
465,101,2,YES,0.34,19,2025-11-18T11:10:03.593593
466,223,2,YES,0.59,2,2025-11-19T11:40:03.593593
467,272,10,NO,0.95,10,2025-11-18T03:03:03.593593
468,23,7,YES,0.75,22,2025-11-18T15:55:03.593593
469,99,5,NO,0.44,3,2025-11-17T01:58:03.593593
470,115,10,YES,0.62,15,2025-11-17T06:55:03.593593
471,173,10,NO,0.17,19,2025-11-18T04:28:03.593593
472,131,4,NO,0.53,15,2025-11-16T17:18:03.593593
473,69,6,NO,0.82,17,2025-11-19T13:43:03.593593
474,283,6,YES,0.16,7,2025-11-17T15:17:03.593593
475,5,8,NO,0.13,3,2025-11-18T09:18:03.593593
476,73,2,YES,0.87,6,2025-11-17T01:28:03.593593
477,18,2,YES,0.52,23,2025-11-18T11:15:03.593593
478,161,2,NO,0.19,14,2025-11-16T23:44:03.593593
479,65,8,YES,0.26,22,2025-11-16T14:15:03.593593
480,180,6,YES,0.84,24,2025-11-17T04:18:03.593593
481,122,2,YES,0.26,22,2025-11-17T15:58:03.593593
482,212,6,YES,0.42,16,2025-11-19T01:21:03.593593
483,8,4,YES,0.08,1,2025-11-17T06:55:03.593593
484,232,3,YES,0.14,4,2025-11-19T09:01:03.593593
485,199,7,YES,0.29,7,2025-11-19T00:38:03.593593
486,278,8,YES,0.78,15,2025-11-16T21:31:03.593593
487,57,7,YES,0.1,8,2025-11-18T06:16:03.593593
488,225,10,YES,0.92,22,2025-11-17T22:55:03.593593
489,83,2,NO,0.15,14,2025-11-19T04:32:03.593593
490,277,10,NO,0.81,11,2025-11-19T12:51:03.593593
491,187,4,NO,0.28,16,2025-11-18T03:22:03.593593
492,246,5,NO,0.95,5,2025-11-18T13:48:03.593593
493,254,3,NO,0.6,13,2025-11-19T09:41:03.593593
494,77,2,NO,0.82,7,2025-11-18T05:46:03.593593
495,53,1,NO,0.14,14,2025-11-17T19:44:03.593593
496,202,9,NO,0.83,7,2025-11-17T23:47:03.593593
497,211,7,YES,0.38,23,2025-11-19T09:16:03.593593
498,276,6,YES,0.6,17,2025-11-19T05:42:03.593593
499,173,4,YES,0.64,4,2025-11-17T04:26:03.593593
500,26,7,YES,0.28,15,2025-11-17T16:01:03.593593
501,220,8,NO,0.31,3,2025-11-19T06:22:03.593593
502,273,1,NO,0.51,19,2025-11-19T06:53:03.593593
503,217,1,NO,0.23,22,2025-11-16T15:18:03.593593
504,135,6,NO,0.39,18,2025-11-16T14:11:03.593593
505,105,10,NO,0.81,3,2025-11-17T00:57:03.593593
506,24,5,YES,0.73,17,2025-11-19T09:34:03.593593
507,12,8,YES,0.64,15,2025-11-19T05:57:03.593593
508,165,2,NO,0.14,20,2025-11-17T11:24:03.593593
509,3,4,NO,0.66,19,2025-11-17T23:11:03.593593
510,157,10,YES,0.91,16,2025-11-19T01:36:03.593593
511,150,5,YES,0.84,15,2025-11-18T03:56:03.593593
512,98,4,NO,0.57,23,2025-11-16T23:20:03.593593
513,103,1,YES,0.52,8,2025-11-18T17:20:03.593593
514,261,7,NO,0.29,13,2025-11-17T06:06:03.593593
515,225,1,YES,0.72,6,2025-11-17T15:40:03.593593
516,173,2,NO,0.8,8,2025-11-18T14:21:03.593593
517,36,9,YES,0.14,4,2025-11-16T20:54:03.593593
518,288,7,YES,0.33,16,2025-11-17T07:03:03.593593
519,199,7,NO,0.14,2,2025-11-19T04:47:03.593593
520,255,7,YES,0.68,1,2025-11-16T16:49:03.593593
521,47,8,YES,0.47,20,2025-11-18T19:39:03.593593
522,299,2,NO,0.07,21,2025-11-17T06:22:03.593593
523,31,10,YES,0.66,11,2025-11-18T17:40:03.593593
524,136,4,NO,0.16,5,2025-11-16T18:45:03.593593
525,295,4,YES,0.93,11,2025-11-17T03:53:03.593593
526,97,2,NO,0.24,19,2025-11-18T12:18:03.593593
527,149,2,NO,0.52,2,2025-11-19T00:06:03.593593
528,222,2,YES,0.11,21,2025-11-17T21:55:03.593593
529,145,2,NO,0.29,20,2025-11-17T18:13:03.593593
530,118,10,YES,0.23,8,2025-11-17T16:15:03.593593
531,203,3,NO,0.27,15,2025-11-18T05:18:03.593593
532,255,3,NO,0.92,16,2025-11-17T13:05:03.593593
533,54,7,YES,0.14,4,2025-11-17T02:36:03.593593
534,32,6,NO,0.23,8,2025-11-18T02:19:03.593593
535,137,10,YES,0.43,6,2025-11-18T10:27:03.593593
536,59,4,NO,0.72,11,2025-11-18T05:03:03.593593
537,107,5,YES,0.39,5,2025-11-18T09:01:03.593593
538,101,6,NO,0.76,7,2025-11-18T03:33:03.593593
539,150,6,YES,0.16,13,2025-11-18T04:57:03.593593
540,98,10,NO,0.15,18,2025-11-18T01:00:03.593593
541,211,7,NO,0.53,25,2025-11-18T15:06:03.593593
542,299,2,NO,0.08,12,2025-11-17T06:04:03.593593
543,274,8,NO,0.11,21,2025-11-17T01:16:03.593593
544,235,6,NO,0.7,22,2025-11-18T11:00:03.593593
545,131,6,YES,0.6,4,2025-11-18T03:43:03.593593
546,135,2,YES,0.25,14,2025-11-17T17:14:03.593593
547,162,6,NO,0.61,11,2025-11-17T07:16:03.593593
548,95,4,NO,0.79,12,2025-11-19T07:41:03.593593
549,132,7,NO,0.72,21,2025-11-18T20:04:03.593593
550,127,8,YES,0.79,24,2025-11-17T16:59:03.593593
551,149,6,NO,0.13,16,2025-11-17T03:29:03.593593
552,158,7,NO,0.7,13,2025-11-18T13:39:03.593593
553,2,7,YES,0.6,19,2025-11-18T13:50:03.593593
554,144,5,YES,0.29,24,2025-11-18T08:53:03.593593
555,250,6,YES,0.61,2,2025-11-19T09:44:03.593593
556,83,8,YES,0.38,10,2025-11-18T07:42:03.593593
557,104,4,YES,0.32,6,2025-11-17T13:34:03.593593
558,168,6,NO,0.19,3,2025-11-16T17:42:03.593593
559,14,5,NO,0.38,24,2025-11-19T09:30:03.593593
560,299,6,NO,0.5,25,2025-11-17T08:45:03.593593
561,91,4,NO,0.29,10,2025-11-18T15:20:03.593593
562,144,8,NO,0.88,1,2025-11-18T20:28:03.593593
563,64,5,YES,0.41,23,2025-11-18T13:31:03.593593
564,169,9,NO,0.81,16,2025-11-18T19:20:03.593593
565,238,1,YES,0.63,14,2025-11-17T21:23:03.593593
566,40,4,NO,0.9,1,2025-11-18T14:07:03.593593
567,261,2,NO,0.7,11,2025-11-18T12:49:03.593593
568,234,2,YES,0.81,10,2025-11-19T02:53:03.593593
569,181,2,YES,0.74,2,2025-11-17T01:54:03.593593
570,228,6,YES,0.91,23,2025-11-18T20:18:03.593593
571,155,9,NO,0.2,15,2025-11-17T20:05:03.593593
572,171,6,YES,0.89,14,2025-11-16T20:16:03.593593
573,200,6,NO,0.24,9,2025-11-18T10:12:03.593593
574,260,9,YES,0.47,17,2025-11-18T13:56:03.593593
575,43,7,YES,0.73,12,2025-11-17T06:23:03.593593
576,129,10,NO,0.43,9,2025-11-19T03:11:03.593593
577,75,5,NO,0.14,25,2025-11-18T18:17:03.593593
578,233,2,YES,0.21,9,2025-11-18T12:40:03.593593
579,10,9,NO,0.58,2,2025-11-17T14:42:03.593593
580,36,1,YES,0.79,4,2025-11-17T19:24:03.593593
581,221,2,NO,0.29,13,2025-11-17T01:58:03.593593
582,34,1,NO,0.46,10,2025-11-16T20:40:03.593593
583,144,9,NO,0.6,23,2025-11-16T23:27:03.593593
584,225,3,NO,0.5,22,2025-11-18T06:19:03.593593
585,76,8,YES,0.67,12,2025-11-19T13:30:03.593593
586,132,7,YES,0.27,10,2025-11-17T18:42:03.593593
587,170,3,NO,0.06,12,2025-11-17T02:08:03.593593
588,151,5,NO,0.85,13,2025-11-19T06:32:03.593593
589,247,6,NO,0.15,13,2025-11-16T18:27:03.593593
590,119,1,NO,0.64,20,2025-11-17T20:49:03.593593
591,273,5,YES,0.72,18,2025-11-17T14:34:03.593593
592,169,1,YES,0.77,9,2025-11-19T09:41:03.593593
593,22,6,YES,0.84,14,2025-11-17T07:58:03.593593
594,238,1,YES,0.74,17,2025-11-18T00:54:03.593593
595,68,9,YES,0.58,24,2025-11-18T03:22:03.593593
596,226,1,YES,0.24,11,2025-11-19T09:34:03.593593
597,205,9,YES,0.82,19,2025-11-19T00:49:03.593593
598,195,9,YES,0.32,21,2025-11-17T15:01:03.593593
599,69,5,NO,0.75,2,2025-11-16T19:35:03.593593
600,233,1,NO,0.1,12,2025-11-17T02:59:03.593593
601,292,8,NO,0.28,16,2025-11-17T16:46:03.593593
602,152,10,YES,0.36,22,2025-11-19T13:12:03.593593
603,298,5,YES,0.75,6,2025-11-18T10:23:03.593593
604,278,8,NO,0.91,7,2025-11-17T02:13:03.593593
605,151,1,YES,0.07,12,2025-11-19T07:12:03.593593
606,243,5,NO,0.86,1,2025-11-16T23:35:03.593593
607,240,7,YES,0.54,23,2025-11-17T13:57:03.593593
608,291,7,NO,0.06,4,2025-11-18T14:28:03.593593
609,252,7,YES,0.35,5,2025-11-17T23:44:03.593593
610,69,4,YES,0.11,13,2025-11-17T17:26:03.593593
611,216,2,YES,0.17,21,2025-11-17T13:09:03.593593
612,282,7,YES,0.73,4,2025-11-18T23:54:03.593593
613,248,5,YES,0.94,16,2025-11-17T12:54:03.593593
614,82,7,YES,0.39,19,2025-11-18T00:08:03.593593
615,253,9,YES,0.5,6,2025-11-18T08:17:03.593593
616,71,9,YES,0.78,19,2025-11-18T06:19:03.593593
617,143,9,YES,0.7,17,2025-11-16T18:39:03.593593
618,4,9,NO,0.09,7,2025-11-17T16:33:03.593593
619,45,6,YES,0.57,15,2025-11-16T20:06:03.593593
620,64,6,YES,0.52,10,2025-11-17T11:54:03.593593
621,51,5,NO,0.38,14,2025-11-18T07:10:03.593593
622,31,4,YES,0.5,15,2025-11-19T05:48:03.593593
623,240,8,NO,0.8,9,2025-11-17T07:21:03.593593
624,95,10,NO,0.48,10,2025-11-19T08:14:03.593593
625,135,2,YES,0.73,6,2025-11-19T09:22:03.593593
626,133,2,NO,0.11,1,2025-11-17T15:40:03.593593
627,156,5,NO,0.25,13,2025-11-19T06:09:03.593593
628,19,3,YES,0.13,24,2025-11-19T00:38:03.593593
629,197,1,NO,0.66,20,2025-11-17T02:23:03.593593
630,182,10,NO,0.2,15,2025-11-18T04:38:03.593593
631,129,2,YES,0.37,6,2025-11-17T09:28:03.593593
632,120,9,NO,0.37,4,2025-11-17T01:54:03.593593
633,213,1,NO,0.29,9,2025-11-18T19:45:03.593593
634,195,6,NO,0.25,8,2025-11-16T19:30:03.593593
635,23,9,YES,0.11,18,2025-11-17T18:38:03.593593
636,162,10,YES,0.42,7,2025-11-17T15:02:03.593593
637,224,1,NO,0.43,20,2025-11-16T15:49:03.593593
638,8,10,NO,0.78,1,2025-11-18T04:26:03.593593
639,127,4,NO,0.23,5,2025-11-16T15:02:03.593593
640,235,2,YES,0.16,17,2025-11-17T16:53:03.593593
641,7,2,NO,0.28,14,2025-11-16T19:30:03.593593
642,77,6,YES,0.59,15,2025-11-19T09:07:03.593593
643,249,3,YES,0.67,18,2025-11-16T22:59:03.593593
644,102,6,YES,0.56,24,2025-11-19T11:57:03.593593
645,217,8,YES,0.79,17,2025-11-17T08:43:03.593593
646,211,4,YES,0.86,21,2025-11-19T00:10:03.593593
647,118,1,YES,0.1,23,2025-11-19T10:20:03.593593
648,133,8,NO,0.61,6,2025-11-18T21:27:03.593593
649,180,6,NO,0.3,23,2025-11-17T05:53:03.593593
650,269,7,NO,0.08,23,2025-11-17T20:30:03.593593
651,176,3,NO,0.29,9,2025-11-17T14:24:03.593593
652,25,8,YES,0.92,14,2025-11-19T12:32:03.593593
653,226,8,YES,0.3,24,2025-11-17T00:14:03.593593
654,287,10,YES,0.51,9,2025-11-16T20:15:03.593593
655,274,6,NO,0.28,9,2025-11-16T19:29:03.593593
656,112,6,YES,0.16,13,2025-11-16T19:04:03.593593
657,71,8,YES,0.4,21,2025-11-18T17:01:03.593593
658,104,9,NO,0.82,19,2025-11-19T04:42:03.593593
659,161,10,YES,0.27,6,2025-11-17T18:01:03.593593
660,123,5,YES,0.42,21,2025-11-19T09:19:03.593593
661,244,2,NO,0.67,19,2025-11-18T06:54:03.593593
662,29,1,NO,0.91,11,2025-11-18T00:38:03.593593
663,259,10,YES,0.76,2,2025-11-18T01:32:03.593593
664,206,7,NO,0.37,1,2025-11-18T00:04:03.593593
665,48,3,NO,0.56,25,2025-11-17T23:01:03.593593
666,65,3,NO,0.52,16,2025-11-18T22:20:03.593593
667,172,1,NO,0.39,3,2025-11-17T00:56:03.593593
668,23,5,YES,0.5,7,2025-11-17T19:30:03.593593
669,281,8,YES,0.05,23,2025-11-17T20:03:03.593593
670,91,5,NO,0.39,3,2025-11-18T19:23:03.593593
671,67,9,NO,0.6,4,2025-11-18T06:54:03.593593
672,156,4,YES,0.76,11,2025-11-17T22:53:03.593593
673,265,5,YES,0.14,11,2025-11-17T21:49:03.593593
674,10,10,YES,0.45,20,2025-11-17T19:33:03.593593
675,52,4,NO,0.17,7,2025-11-18T11:01:03.593593
676,117,4,NO,0.38,21,2025-11-18T12:00:03.593593
677,15,6,YES,0.67,14,2025-11-17T20:57:03.593593
678,298,2,NO,0.49,4,2025-11-18T23:37:03.593593
679,31,10,YES,0.93,17,2025-11-17T01:14:03.593593
680,79,4,YES,0.22,15,2025-11-18T14:48:03.593593
681,76,4,YES,0.36,7,2025-11-16T16:54:03.593593
682,56,8,YES,0.26,3,2025-11-17T07:46:03.593593
683,59,8,YES,0.85,22,2025-11-19T08:07:03.593593
684,247,1,YES,0.58,19,2025-11-17T12:49:03.593593
685,254,7,NO,0.18,6,2025-11-18T09:55:03.593593
686,144,9,NO,0.23,19,2025-11-17T10:45:03.593593
687,75,1,YES,0.53,22,2025-11-19T09:59:03.593593
688,96,5,NO,0.71,6,2025-11-16T19:40:03.593593
689,125,9,YES,0.92,20,2025-11-18T05:35:03.593593
690,237,2,YES,0.58,14,2025-11-19T13:55:03.593593
691,225,9,YES,0.19,10,2025-11-18T18:11:03.593593
692,4,4,YES,0.59,24,2025-11-18T12:28:03.593593
693,141,9,YES,0.62,2,2025-11-16T17:59:03.593593
694,93,2,NO,0.65,2,2025-11-17T09:03:03.593593
695,238,6,YES,0.92,11,2025-11-17T22:27:03.593593
696,254,1,NO,0.24,7,2025-11-19T00:53:03.593593
697,114,2,NO,0.22,13,2025-11-17T05:48:03.593593
698,82,9,YES,0.73,10,2025-11-19T04:15:03.593593
699,189,1,NO,0.24,16,2025-11-18T16:30:03.593593
700,157,10,YES,0.79,6,2025-11-19T10:09:03.593593
701,145,2,YES,0.85,1,2025-11-16T18:44:03.593593
702,33,2,NO,0.19,21,2025-11-17T13:13:03.593593
703,125,7,NO,0.31,8,2025-11-19T09:26:03.593593
704,241,9,YES,0.24,11,2025-11-16T14:51:03.593593
705,258,7,NO,0.18,20,2025-11-18T07:48:03.593593
706,142,8,NO,0.18,11,2025-11-18T06:32:03.593593
707,157,5,YES,0.83,25,2025-11-18T19:24:03.593593
708,28,1,NO,0.38,17,2025-11-17T19:56:03.593593
709,13,10,NO,0.78,18,2025-11-17T22:46:03.593593
710,39,7,NO,0.55,22,2025-11-18T09:36:03.593593
711,11,6,YES,0.36,3,2025-11-17T00:29:03.593593
712,52,9,YES,0.2,11,2025-11-18T19:37:03.593593
713,247,6,NO,0.83,8,2025-11-17T00:59:03.593593
714,94,8,NO,0.47,18,2025-11-19T07:43:03.593593
715,95,2,NO,0.35,17,2025-11-18T14:53:03.593593
716,267,5,YES,0.57,5,2025-11-17T18:48:03.593593
717,108,5,YES,0.32,2,2025-11-19T09:01:03.593593
718,298,6,NO,0.94,22,2025-11-19T12:06:03.593593
719,126,1,NO,0.95,16,2025-11-19T13:55:03.593593
720,202,5,NO,0.43,2,2025-11-19T12:25:03.593593
721,299,3,YES,0.88,14,2025-11-19T03:15:03.593593
722,53,2,NO,0.66,17,2025-11-16T19:58:03.593593
723,73,4,NO,0.42,16,2025-11-17T13:48:03.593593
724,119,1,YES,0.23,23,2025-11-18T18:36:03.593593
725,271,1,NO,0.94,14,2025-11-17T17:00:03.593593
726,246,8,NO,0.34,2,2025-11-17T05:18:03.593593
727,13,9,NO,0.59,20,2025-11-17T14:40:03.593593
728,176,8,YES,0.49,11,2025-11-17T17:26:03.593593
729,132,8,YES,0.43,10,2025-11-16T20:08:03.593593
730,169,9,YES,0.54,15,2025-11-18T14:21:03.593593
731,93,8,NO,0.63,1,2025-11-17T06:23:03.593593
732,59,9,YES,0.21,18,2025-11-18T21:11:03.593593
733,200,5,NO,0.2,25,2025-11-18T02:07:03.593593
734,273,1,NO,0.23,23,2025-11-16T23:23:03.593593
735,73,9,YES,0.18,12,2025-11-18T00:59:03.593593
736,269,10,YES,0.2,13,2025-11-19T03:57:03.593593
737,60,1,YES,0.79,5,2025-11-18T01:57:03.593593
738,228,3,NO,0.33,4,2025-11-16T23:18:03.593593
739,181,6,NO,0.09,21,2025-11-17T11:44:03.593593
740,219,8,NO,0.85,24,2025-11-19T12:35:03.593593
741,90,5,YES,0.7,17,2025-11-17T12:24:03.593593
742,284,9,YES,0.07,23,2025-11-17T04:33:03.593593
743,33,7,YES,0.53,25,2025-11-18T20:21:03.593593
744,202,3,NO,0.26,13,2025-11-18T03:27:03.593593
745,106,5,NO,0.8,9,2025-11-19T00:31:03.593593
746,39,8,YES,0.62,17,2025-11-17T15:15:03.593593
747,189,10,YES,0.46,1,2025-11-16T20:13:03.593593
748,38,6,NO,0.22,18,2025-11-18T11:55:03.593593
749,237,2,NO,0.85,3,2025-11-17T02:23:03.593593
750,129,3,YES,0.44,23,2025-11-19T03:20:03.593593
751,263,8,YES,0.58,11,2025-11-17T11:12:03.593593
752,18,1,NO,0.38,15,2025-11-18T00:38:03.593593
753,245,6,NO,0.4,15,2025-11-18T06:14:03.593593
754,6,9,YES,0.43,9,2025-11-18T21:55:03.593593
755,136,1,NO,0.44,22,2025-11-18T17:46:03.593593
756,191,1,YES,0.27,18,2025-11-18T04:54:03.593593
757,111,9,NO,0.83,21,2025-11-16T20:02:03.593593
758,5,2,YES,0.12,17,2025-11-18T07:56:03.593593
759,244,10,NO,0.61,9,2025-11-16T23:49:03.593593
760,187,9,NO,0.84,17,2025-11-19T00:22:03.593593
761,160,10,NO,0.91,16,2025-11-18T02:31:03.593593
762,237,3,NO,0.41,25,2025-11-18T08:43:03.593593
763,178,4,YES,0.14,2,2025-11-19T10:59:03.593593
764,160,9,NO,0.51,5,2025-11-19T08:36:03.593593
765,154,6,NO,0.32,1,2025-11-17T19:57:03.593593
766,178,3,YES,0.52,13,2025-11-18T17:01:03.593593
767,254,3,NO,0.41,20,2025-11-18T02:50:03.593593
768,65,9,NO,0.67,12,2025-11-16T18:57:03.593593
769,51,7,YES,0.91,3,2025-11-18T09:36:03.593593
770,182,6,NO,0.74,9,2025-11-19T00:33:03.593593
771,198,4,YES,0.89,15,2025-11-17T20:12:03.593593
772,233,3,YES,0.23,4,2025-11-18T03:49:03.593593
773,78,10,NO,0.66,9,2025-11-19T00:39:03.593593
774,139,3,NO,0.18,17,2025-11-17T04:01:03.593593
775,77,10,NO,0.68,11,2025-11-18T02:40:03.593593
776,19,6,NO,0.06,2,2025-11-19T03:45:03.593593
777,1,3,YES,0.35,1,2025-11-16T22:49:03.593593
778,2,8,NO,0.25,22,2025-11-19T05:48:03.593593
779,147,6,NO,0.9,23,2025-11-18T17:26:03.593593
780,222,9,NO,0.25,13,2025-11-17T07:35:03.593593
781,223,2,YES,0.22,17,2025-11-19T08:43:03.593593
782,281,3,NO,0.28,20,2025-11-17T23:03:03.593593
783,259,7,YES,0.12,8,2025-11-18T14:57:03.593593
784,187,6,NO,0.13,18,2025-11-17T21:16:03.593593
785,212,2,YES,0.37,17,2025-11-16T17:38:03.593593
786,41,5,YES,0.27,12,2025-11-17T21:08:03.593593
787,124,9,YES,0.64,1,2025-11-17T23:24:03.593593
788,113,6,NO,0.75,18,2025-11-17T03:20:03.593593
789,116,10,YES,0.37,24,2025-11-19T01:01:03.593593
790,285,10,NO,0.75,22,2025-11-16T21:34:03.593593
791,140,2,YES,0.16,17,2025-11-18T06:46:03.593593
792,265,1,YES,0.27,13,2025-11-16T21:28:03.593593
793,10,6,YES,0.36,24,2025-11-18T17:54:03.593593
794,62,2,NO,0.13,22,2025-11-16T20:36:03.593593
795,36,8,YES,0.11,3,2025-11-19T09:16:03.593593
796,142,7,YES,0.86,8,2025-11-17T03:53:03.593593
797,116,6,NO,0.35,8,2025-11-17T16:47:03.593593
798,292,10,YES,0.88,13,2025-11-16T16:18:03.593593
799,232,9,YES,0.86,5,2025-11-18T18:00:03.593593
800,34,7,NO,0.12,10,2025-11-19T02:18:03.593593
801,115,1,NO,0.75,22,2025-11-17T05:18:03.593593
802,259,4,YES,0.55,13,2025-11-18T05:22:03.593593
803,251,4,YES,0.52,20,2025-11-16T17:14:03.593593
804,110,8,YES,0.62,1,2025-11-18T23:42:03.593593
805,2,8,YES,0.7,3,2025-11-16T21:00:03.593593
806,254,1,YES,0.67,1,2025-11-17T09:18:03.593593
807,211,7,NO,0.58,20,2025-11-19T03:00:03.593593
808,175,7,YES,0.51,6,2025-11-19T07:07:03.593593
809,62,5,YES,0.15,11,2025-11-17T10:52:03.593593
810,15,10,YES,0.3,21,2025-11-19T09:28:03.593593
811,30,5,YES,0.87,17,2025-11-17T23:07:03.593593
812,111,4,YES,0.49,2,2025-11-18T11:54:03.593593
813,49,6,NO,0.58,10,2025-11-16T16:12:03.593593
814,202,8,NO,0.42,11,2025-11-16T19:29:03.593593
815,41,9,NO,0.64,15,2025-11-17T17:49:03.593593
816,28,7,YES,0.13,8,2025-11-17T02:47:03.593593
817,92,6,NO,0.26,3,2025-11-16T15:51:03.593593
818,64,2,YES,0.81,17,2025-11-17T17:53:03.593593
819,183,10,YES,0.53,3,2025-11-17T21:30:03.593593
820,84,4,YES,0.09,18,2025-11-17T20:01:03.593593
821,16,3,YES,0.43,10,2025-11-17T03:49:03.593593
822,65,3,NO,0.1,19,2025-11-17T11:49:03.593593
823,224,5,NO,0.7,9,2025-11-19T10:23:03.593593
824,12,2,NO,0.53,21,2025-11-17T23:15:03.593593
825,219,1,YES,0.2,20,2025-11-17T14:27:03.593593
826,74,2,NO,0.74,23,2025-11-19T04:28:03.593593
827,100,8,YES,0.11,3,2025-11-17T09:14:03.593593
828,183,9,YES,0.49,20,2025-11-18T11:02:03.593593
829,69,4,NO,0.6,21,2025-11-16T15:41:03.593593
830,2,4,NO,0.54,21,2025-11-17T21:43:03.593593
831,236,4,NO,0.46,13,2025-11-18T23:32:03.593593
832,136,4,YES,0.59,5,2025-11-16T19:52:03.593593
833,203,3,YES,0.95,7,2025-11-17T16:31:03.593593
834,150,3,YES,0.26,19,2025-11-17T20:01:03.593593
835,144,7,NO,0.57,11,2025-11-17T19:00:03.593593
836,33,6,NO,0.19,20,2025-11-17T08:29:03.593593
837,168,6,NO,0.7,23,2025-11-19T11:26:03.593593
838,272,4,YES,0.12,15,2025-11-16T14:11:03.593593
839,133,4,NO,0.68,10,2025-11-16T16:12:03.593593
840,47,9,YES,0.66,11,2025-11-16T15:57:03.593593
841,142,4,YES,0.27,9,2025-11-17T00:45:03.593593
842,56,7,YES,0.13,12,2025-11-18T19:33:03.593593
843,174,8,YES,0.8,12,2025-11-16T22:07:03.593593
844,84,1,YES,0.1,21,2025-11-18T21:49:03.593593
845,295,5,YES,0.27,6,2025-11-19T13:04:03.593593
846,142,9,YES,0.67,4,2025-11-18T05:52:03.593593
847,220,1,YES,0.83,23,2025-11-18T22:40:03.593593
848,7,8,YES,0.79,23,2025-11-19T04:11:03.593593
849,287,2,NO,0.2,19,2025-11-16T15:24:03.593593
850,242,1,NO,0.81,6,2025-11-19T11:36:03.593593
851,41,9,NO,0.8,12,2025-11-19T03:02:03.593593
852,10,7,NO,0.23,3,2025-11-18T15:10:03.593593
853,268,1,YES,0.41,6,2025-11-19T00:33:03.593593
854,39,9,YES,0.27,15,2025-11-17T23:34:03.593593
855,274,6,YES,0.6,5,2025-11-18T15:55:03.593593
856,223,1,YES,0.36,11,2025-11-18T03:36:03.593593
857,175,3,NO,0.38,15,2025-11-18T02:01:03.593593
858,173,4,NO,0.27,13,2025-11-18T02:59:03.593593
859,217,7,YES,0.72,5,2025-11-16T19:51:03.593593
860,257,3,YES,0.49,18,2025-11-17T14:03:03.593593
861,125,10,NO,0.53,19,2025-11-19T07:34:03.593593
862,123,9,YES,0.07,16,2025-11-18T23:33:03.593593
863,43,10,NO,0.23,6,2025-11-16T14:25:03.593593
864,156,8,YES,0.25,13,2025-11-18T21:11:03.593593
865,269,2,NO,0.09,16,2025-11-19T09:21:03.593593
866,95,4,YES,0.57,10,2025-11-17T17:32:03.593593
867,230,1,NO,0.88,19,2025-11-17T18:10:03.593593
868,120,2,YES,0.07,9,2025-11-19T10:55:03.593593
869,289,4,YES,0.31,17,2025-11-19T08:17:03.593593
870,257,8,YES,0.32,12,2025-11-18T19:52:03.593593
871,280,3,NO,0.12,14,2025-11-18T05:53:03.593593
872,78,4,YES,0.57,2,2025-11-17T11:59:03.593593
873,115,7,NO,0.51,3,2025-11-18T04:39:03.593593
874,299,6,YES,0.73,16,2025-11-18T02:04:03.593593
875,53,6,YES,0.66,10,2025-11-17T20:09:03.593593
876,148,6,YES,0.36,5,2025-11-16T21:12:03.593593
877,12,10,NO,0.22,6,2025-11-17T09:30:03.593593
878,25,10,NO,0.25,1,2025-11-18T22:25:03.593593
879,221,9,YES,0.13,18,2025-11-18T09:26:03.593593
880,198,3,NO,0.72,9,2025-11-19T02:13:03.593593
881,88,7,NO,0.36,19,2025-11-17T07:41:03.593593
882,195,9,NO,0.35,18,2025-11-16T21:03:03.593593
883,90,8,YES,0.33,13,2025-11-18T12:01:03.593593
884,191,2,NO,0.65,18,2025-11-19T11:36:03.593593
885,104,1,YES,0.47,8,2025-11-16T21:10:03.593593
886,113,1,NO,0.93,15,2025-11-18T16:35:03.593593
887,158,7,NO,0.29,9,2025-11-17T18:23:03.593593
888,264,8,YES,0.54,8,2025-11-18T15:15:03.593593
889,196,4,NO,0.63,11,2025-11-17T21:21:03.593593
890,153,4,NO,0.94,19,2025-11-19T06:48:03.593593
891,146,9,YES,0.18,1,2025-11-17T21:33:03.593593
892,104,6,YES,0.42,3,2025-11-18T12:30:03.593593
893,95,6,YES,0.56,22,2025-11-18T15:01:03.593593
894,151,3,NO,0.79,16,2025-11-18T20:32:03.593593
895,73,5,YES,0.41,15,2025-11-17T11:38:03.593593
896,33,7,YES,0.77,5,2025-11-16T15:02:03.593593
897,177,6,YES,0.55,8,2025-11-18T05:30:03.593593
898,88,10,NO,0.2,15,2025-11-17T01:07:03.593593
899,4,8,NO,0.84,24,2025-11-19T12:23:03.593593
